"","ensembl_gene_id","hgnc_symbol","description","chromosome_name","band","occurences","median_log2FC","sd_log2FC","mean_log2FC","chr_band","Blood","Cerebellum","Cortex","Endothelia","ESCs","fetalliver","Fibroblasts","Forebrain","Heart","Hippocampus","iPSCs","Liver","Muscle","NPCs","Placenta","Thymus","wholebrain","wholeembryo","entropy","pseudotscore","interactor_level","tad"
"ENSG00000156253","ENSG00000156253","RWDD2B","RWD domain containing 2B ","21","q21.3",6,0.683213631280565,1.79579087029558,-0.0161630327288794,"21q21.3",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,-0.0220466556192828,"0",NA
"ENSG00000157601","ENSG00000157601","MX1","MX dynamin like GTPase 1 ","21","q22.3",6,0.847694562931603,2.0180491035708,1.34745066482476,"21q22.3",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,1.63552342534902,"0",NA
"ENSG00000159267","ENSG00000159267","HLCS","holocarboxylase synthetase ","21","q22.13",6,0.740607006918796,0.637432473966224,0.610180966201484,"21q22.13",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2.34476917790552,"0",2946
"ENSG00000160183","ENSG00000160183","TMPRSS3","transmembrane serine protease 3 ","21","q22.3",6,1.14405392201307,0.873864759761082,0.930862613630708,"21q22.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2.60925778109208,"0",2952
"ENSG00000160194","ENSG00000160194","NDUFV3","NADH:ubiquinone oxidoreductase subunit V3 ","21","q22.3",6,0.765918406319819,0.355103090422791,0.91505925152415,"21q22.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,6.31204940508566,"0",2954
"ENSG00000160294","ENSG00000160294","MCM3AP","minichromosome maintenance complex component 3 associated protein ","21","q22.3",6,0.61248235799304,0.600661400912427,0.43891567045083,"21q22.3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.78989266012925,"0",2958
"ENSG00000160305","ENSG00000160305","DIP2A","disco interacting protein 2 homolog A ","21","q22.3",6,0.783612554786617,0.513908084624539,0.976788830673466,"21q22.3",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4.65576295291771,"0",2958
"ENSG00000164116","ENSG00000164116","GUCY1A1","guanylate cyclase 1 soluble subunit alpha 1 ","4","q32.1",6,-0.897322475140265,1.03581574370426,-0.769591353136004,"4q32.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.81992418738472,"3",965
"ENSG00000165092","ENSG00000165092","ALDH1A1","aldehyde dehydrogenase 1 family member A1 ","9","q21.13",6,1.79677003677069,2.87792954557855,1.48288073340399,"9q21.13",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.26212302584832,"2",1725
"ENSG00000168385","ENSG00000168385","SEPT2","septin 2 ","2","q37.3",6,0.878467310931144,0.926913622443906,0.67387248914492,"2q37.3",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1.780795653593,"1",592
"ENSG00000169855","ENSG00000169855","ROBO1","roundabout guidance receptor 1 ","3","p12.3",6,1.04837303171089,2.26731083911579,0.72041465902538,"3p12.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.778300128676441,"2",685
"ENSG00000176101","ENSG00000176101","SSNA1","SS nuclear autoantigen 1 ","9","q34.3",6,-0.829426813919135,1.16374866213642,-0.560603409487816,"9q34.3",0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1.17997325882099,"1",1823
"ENSG00000182670","ENSG00000182670","TTC3","tetratricopeptide repeat domain 3 ","21","q22.13",6,0.673141219070135,0.165500305956162,0.739191417827617,"21q22.13",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4,10.9404135869194,"0",2947
"ENSG00000185432","ENSG00000185432","METTL7A","methyltransferase like 7A ","12","q13.12",6,1.47918484688129,1.14064675048111,1.16061478808531,"12q13.12",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.49237024305582,"1",2168
"ENSG00000185507","ENSG00000185507","IRF7","interferon regulatory factor 7 ","11","p15.5",6,0.694116096111202,0.593296417892005,0.916694088509361,"11p15.5",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3.78467271899555,"1",1953
"ENSG00000186866","ENSG00000186866","POFUT2","protein O-fucosyltransferase 2 ","21","q22.3",6,0.671245183696497,0.184712433390289,0.731865483550724,"21q22.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,9.705340144952,"0",2957
"ENSG00000213853","ENSG00000213853","EMP2","epithelial membrane protein 2 ","16","p13.13",6,0.939039297652035,0.504592576364269,1.12316045106431,"16p13.13",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.45226016641923,"5+",2531
"ENSG00000221869","ENSG00000221869","CEBPD","CCAAT enhancer binding protein delta ","8","q11.21",6,-0.0442369567556087,0.946584796354275,-0.0928503346037631,"8q11.21",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.240270013951061,"2",1565
"ENSG00000243646","ENSG00000243646","IL10RB","interleukin 10 receptor subunit beta ","21","q22.11",6,0.673658642985698,0.944954809413318,0.374632125481784,"21q22.11",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.971112628395874,"0",NA
"ENSG00000244754","ENSG00000244754","N4BP2L2","NEDD4 binding protein 2 like 2 ","13","q13.1",6,0.625586270649599,0.894654429087538,0.293859027382809,"13q13.1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.804561683255247,"5+",NA
"ENSG00000249209","ENSG00000249209","","novel protein similar to ATP synthase delta (OSCP) subunit domain","21","q22.11",6,0.654287471240439,0.057010564540025,0.660907827450732,"21q22.11",1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,5,28.3962622950194,"0",NA
"ENSG00000263141","ENSG00000263141","PAXBP1","PAX3 and PAX7 binding protein 1 ","21","",6,1.2068489254183,0.626955755520456,1.32317164886582,"21",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5.16957592828507,"0",NA
"ENSG00000281484","ENSG00000281484","BTG3","BTG anti-proliferation factor 3 ","21","",6,0.802037532654995,0.34959495741282,0.94386158064333,"21",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6.61330837693647,"0",NA
"ENSG00000004478","ENSG00000004478","FKBP4","FK506 binding protein 4 ","12","p13.33",5,0.698591210385972,1.30016490576452,0.318775030940162,"12p13.33",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.54824017749707,"1",NA
"ENSG00000007080","ENSG00000007080","CCDC124","coiled-coil domain containing 124 ","19","p13.11",5,-0.818354217933512,0.100479453276374,-0.85700894709342,"19p13.11",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-19.0718619632158,"5+",2803
"ENSG00000008311","ENSG00000008311","AASS","aminoadipate-semialdehyde synthase ","7","q31.32",5,-0.640390186018381,2.20823386321387,-0.326290158178546,"7q31.32",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-0.330402946096712,"3",NA
"ENSG00000011198","ENSG00000011198","ABHD5","abhydrolase domain containing 5 ","3","p21.33",5,0.936028219500594,1.12556892357636,0.463231065004736,"3p21.33",1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0.920260082651387,"2",644
"ENSG00000023902","ENSG00000023902","PLEKHO1","pleckstrin homology domain containing O1 ","1","q21.2",5,-1.61242618660569,1.48775077184015,-2.13650848774778,"1q21.2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3.21114147848858,"5+",201
"ENSG00000026025","ENSG00000026025","VIM","vimentin ","10","p13",5,0.717638697371297,1.5920582303851,0.153829714404954,"10p13",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.216055978232438,"2",1844
"ENSG00000044524","ENSG00000044524","EPHA3","EPH receptor A3 ","3","p11.1",5,1.24046646896281,3.79054811718106,0.0850134858965477,"3p11.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.0501499855937115,"2",694
"ENSG00000061918","ENSG00000061918","GUCY1B1","guanylate cyclase 1 soluble subunit beta 1 ","4","q32.1",5,-1.13137433962182,0.556886278192906,-1.41718866566541,"4q32.1",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-5.6904440232452,"3",965
"ENSG00000070882","ENSG00000070882","OSBPL3","oxysterol binding protein like 3 ","7","p15.3",5,-0.943245131794527,0.67528542563793,-0.574623823281873,"7p15.3",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.90274790713168,"5+",1379
"ENSG00000071051","ENSG00000071051","NCK2","NCK adaptor protein 2 ","2","q12.2",5,-0.751342879838489,0.765704984116642,-0.605591576682359,"2q12.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.76849303602907,"2",460
"ENSG00000074590","ENSG00000074590","NUAK1","NUAK family kinase 1 ","12","q23.3",5,-0.828396096279476,1.25392828451287,-0.253522646286131,"12q23.3",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-0.452094332613013,"2",2222
"ENSG00000078401","ENSG00000078401","EDN1","endothelin 1 ","6","p24.1",5,0.851468450371423,1.05381410028791,0.199993746297211,"6p24.1",0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.424362903925114,"1",1197
"ENSG00000092445","ENSG00000092445","TYRO3","TYRO3 protein tyrosine kinase ","15","q15.1",5,0.713659909519787,0.778762038883766,0.220690818119681,"15q15.1",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.633671964844326,"2",NA
"ENSG00000092820","ENSG00000092820","EZR","ezrin ","6","q25.3",5,0.638849605583848,1.08388063175367,0.332475944081817,"6q25.3",0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,0.685904692888101,"2",1342
"ENSG00000100234","ENSG00000100234","TIMP3","TIMP metallopeptidase inhibitor 3 ","22","q12.3",5,0.826398613194935,2.89765243511928,0.796205067549991,"22q12.3",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.614417600086776,"2",2975
"ENSG00000100439","ENSG00000100439","ABHD4","abhydrolase domain containing 4 ","14","q11.2",5,0.81650827077309,0.899458790945967,0.278514971006187,"14q11.2",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0.692392374381305,"5+",2346
"ENSG00000101347","ENSG00000101347","SAMHD1","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1 ","20","q11.23",5,1.32196062577207,2.79555998526128,0.486757945140822,"20q11.23",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.389340189322127,"1",2891
"ENSG00000102265","ENSG00000102265","TIMP1","TIMP metallopeptidase inhibitor 1 ","X","p11.3",5,0.704375722879351,1.87796177199537,-0.284119330265478,"Xp11.3",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-0.338297693632119,"1",NA
"ENSG00000102312","ENSG00000102312","PORCN","porcupine O-acyltransferase ","X","p11.23",5,0.757756744141946,1.00381771604111,0.148633881484102,"Xp11.23",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.331091449619812,"2",3029
"ENSG00000104267","ENSG00000104267","CA2","carbonic anhydrase 2 ","8","q21.2",5,2.34391710328546,1.04181955995031,2.23588368659829,"8q21.2",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.79890002569647,"2",1602
"ENSG00000104888","ENSG00000104888","SLC17A7","solute carrier family 17 member 7 ","19","q13.33",5,-0.780030374781578,0.848971198480644,-0.519589570977354,"19q13.33",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.36852416570149,"2",2844
"ENSG00000105968","ENSG00000105968","H2AFV","H2A histone family member V ","7","p13",5,0.771664201347585,0.134320814771153,0.798065401392312,"7p13",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,13.285569262249,"1",1407
"ENSG00000107201","ENSG00000107201","DDX58","DExD/H-box helicase 58 ","9","p21.1",5,0.616929901264521,0.616769065159364,0.344637682005963,"9p21.1",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1.24946812041257,"1",1703
"ENSG00000108622","ENSG00000108622","ICAM2","intercellular adhesion molecule 2 ","17","q23.3",5,1.22197357750722,1.56785246063264,0.838255547189485,"17q23.3",1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1.19551834952355,"1",2675
"ENSG00000109861","ENSG00000109861","CTSC","cathepsin C ","11","q14.2",5,0.591662642692508,1.6777501794037,0.782937094855482,"11q14.2",0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,5,1.043481078229,"1",2056
"ENSG00000112079","ENSG00000112079","STK38","serine/threonine kinase 38 ","6","p21.31",5,0.7684374687158,1.14119858736099,0.408616021704827,"6p21.31",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.800643473753703,"1",1223
"ENSG00000114745","ENSG00000114745","GORASP1","golgi reassembly stacking protein 1 ","3","p22.2",5,-0.759009550544675,0.959947556352191,-0.73504159459424,"3p22.2",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.71217996329744,"1",NA
"ENSG00000116962","ENSG00000116962","NID1","nidogen 1 ","1","q42.3",5,-0.672606823433217,2.2875549049995,0.281232039453054,"1q42.3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.274902235698718,"2",340
"ENSG00000117394","ENSG00000117394","SLC2A1","solute carrier family 2 member 1 ","1","p34.2",5,0.714733407477281,1.78511045048209,-0.259600589120124,"1p34.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.325181315315712,"2",83
"ENSG00000117592","ENSG00000117592","PRDX6","peroxiredoxin 6 ","1","q25.1",5,-0.815575403058524,1.00928003647471,-0.29927599309905,"1q25.1",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-0.663048351714823,"1",245
"ENSG00000118276","ENSG00000118276","B4GALT6","beta-1,4-galactosyltransferase 6 ","18","q12.1",5,-1.51460180891714,0.701563808995218,-1.55727120484784,"18q12.1",1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,-4.96343201971884,"2",2727
"ENSG00000119508","ENSG00000119508","NR4A3","nuclear receptor subfamily 4 group A member 3 ","9","q31.1",5,-0.758521718504108,1.23268836636578,-0.991081003502549,"9q31.1",0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,-1.79779785021741,"1",1763
"ENSG00000119950","ENSG00000119950","MXI1","MAX interactor 1, dimerization protein ","10","q25.2",5,0.609608846148163,0.0589727884507036,0.647637944429234,"10q25.2",0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,24.5564523333087,"5+",1930
"ENSG00000122223","ENSG00000122223","CD244","CD244 molecule ","1","q23.3",5,0.915328622698205,1.01067234799498,0.786651488343069,"1q23.3",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7404317096694,"2",223
"ENSG00000122378","ENSG00000122378","PRXL2A","peroxiredoxin like 2A ","10","q23.1",5,0.748227137102127,1.04311966863023,1.28443983735742,"10q23.1",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.75337037131268,"5+",1901
"ENSG00000122862","ENSG00000122862","SRGN","serglycin ","10","q22.1",5,1.21987704612573,2.97228474567446,0.269130345330655,"10q22.1",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.202468403420339,"1",1887
"ENSG00000123358","ENSG00000123358","NR4A1","nuclear receptor subfamily 4 group A member 1 ","12","q13.13",5,-0.878330690108102,1.38082784128127,-0.748477986786615,"12q13.13",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,-1.21206106082282,"2",NA
"ENSG00000125398","ENSG00000125398","SOX9","SRY-box 9 ","17","q24.3",5,0.788530510534412,2.25112018396261,0.238880975582109,"17q24.3",0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0.237283688244846,"2",2682
"ENSG00000125810","ENSG00000125810","CD93","CD93 molecule ","20","p11.21",5,0.897561624094594,1.84452838100254,-0.0995521850150668,"20p11.21",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.120684211365365,"1",2879
"ENSG00000130203","ENSG00000130203","APOE","apolipoprotein E ","19","q13.32",5,0.602844600370705,2.07091535536367,0.428689575562233,"19q13.32",1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0.462876973566285,"1",2834
"ENSG00000130227","ENSG00000130227","XPO7","exportin 7 ","8","p21.3",5,-0.73342085915106,0.644017814200271,-0.519247067063402,"8p21.3",1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,-1.80285655686863,"1",1539
"ENSG00000132424","ENSG00000132424","PNISR","PNN interacting serine and arginine rich protein ","6","q16.2",5,-0.86513123904656,0.837534172447951,-1.37810737331625,"6q16.2",1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,-3.6793027298481,"3",NA
"ENSG00000133169","ENSG00000133169","BEX1","brain expressed X-linked 1 ","X","q22.1",5,-0.739886335409969,2.00401105602684,-0.243197025198262,"Xq22.1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.271358323415237,"2",3075
"ENSG00000135218","ENSG00000135218","CD36","CD36 molecule ","7","q21.11",5,2.40786468374702,2.76407936116479,1.11497533571396,"7q21.11",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.901985912170569,"1",NA
"ENSG00000135838","ENSG00000135838","NPL","N-acetylneuraminate pyruvate lyase ","1","q25.3",5,1.22666032658735,0.324884715546283,1.19823183238804,"1q25.3",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.24701102210548,"3",264
"ENSG00000136436","ENSG00000136436","CALCOCO2","calcium binding and coiled-coil domain 2 ","17","q21.32",5,0.635456483602413,1.14470480012508,0.639719260638754,"17q21.32",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.24962850959291,"3",2660
"ENSG00000136732","ENSG00000136732","GYPC","glycophorin C (Gerbich blood group) ","2","q14.3",5,-1.29602279601672,1.54567964124693,-0.80658236867617,"2q14.3",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-1.16684787564241,"3",482
"ENSG00000137198","ENSG00000137198","GMPR","guanosine monophosphate reductase ","6","p22.3",5,0.979075909567218,1.47188053409301,0.596069221218407,"6p22.3",0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0.905543124640235,"2",1202
"ENSG00000138772","ENSG00000138772","ANXA3","annexin A3 ","4","q21.21",5,-0.839364482582102,1.437371102106,-0.422544064241286,"4q21.21",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.65733702990703,"5+",880
"ENSG00000138821","ENSG00000138821","SLC39A8","solute carrier family 39 member 8 ","4","q24",5,0.866711196258096,1.20797512767577,0.36712757409277,"4q24",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.679585360060797,"5+",906
"ENSG00000140199","ENSG00000140199","SLC12A6","solute carrier family 12 member 6 ","15","q14",5,1.02140974531567,3.63414459813275,-0.289600642205658,"15q14",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.17818958624601,"5+",2439
"ENSG00000140287","ENSG00000140287","HDC","histidine decarboxylase ","15","q21.2",5,3.66152130658476,2.33251776841992,3.32188754425884,"15q21.2",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.18452723625099,"2",2455
"ENSG00000142156","ENSG00000142156","COL6A1","collagen type VI alpha 1 chain ","21","q22.3",5,-0.864017602709174,1.77401009615978,-1.22511332373993,"21q22.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4,-1.54420579564529,"0",2958
"ENSG00000142173","ENSG00000142173","COL6A2","collagen type VI alpha 2 chain ","21","q22.3",5,0.768040623754931,2.05363171578541,-0.457457563570821,"21q22.3",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,-0.498096226846874,"0",2958
"ENSG00000142192","ENSG00000142192","APP","amyloid beta precursor protein ","21","q21.3",5,0.766177549586994,0.756406185458281,0.518180904040634,"21q21.3",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1.53183269565035,"0",2932
"ENSG00000142583","ENSG00000142583","SLC2A5","solute carrier family 2 member 5 ","1","p36.23",5,0.742475609545524,2.62717114931424,-0.586183796265626,"1p36.23",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.498919461756789,"1",13
"ENSG00000142798","ENSG00000142798","HSPG2","heparan sulfate proteoglycan 2 ","1","p36.12",5,0.724808585787205,1.84943516645021,0.453239834481728,"1p36.12",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.547991677890039,"1",39
"ENSG00000143416","ENSG00000143416","SELENBP1","selenium binding protein 1 ","1","q21.3",5,2.99894164001538,1.92763729791195,1.81446188834737,"1q21.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2.10478399091065,"5+",204
"ENSG00000145287","ENSG00000145287","PLAC8","placenta specific 8 ","4","q21.22",5,1.07032156807728,0.337203335708012,1.06547104962215,"4q21.22",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7.06536811093763,"1",885
"ENSG00000145358","ENSG00000145358","DDIT4L","DNA damage inducible transcript 4 like ","4","q24",5,0.937320665586665,4.23020358787234,0.103339168191198,"4q24",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0546246534035081,"3",906
"ENSG00000145414","ENSG00000145414","NAF1","nuclear assembly factor 1 ribonucleoprotein ","4","q32.2",5,-0.823737860727761,1.41151127702451,-0.285474867973382,"4q32.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.452239540021169,"2",972
"ENSG00000146416","ENSG00000146416","AIG1","androgen induced 1 ","6","q24.2",5,-0.962767060595385,1.10256791460307,-0.655899124930901,"6q24.2",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1.33019926510025,"5+",1321
"ENSG00000147872","ENSG00000147872","PLIN2","perilipin 2 ","9","p22.1",5,2.10170431355396,1.3325387276878,1.33391998351435,"9p22.1",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,2.23838579525496,"2",1687
"ENSG00000148175","ENSG00000148175","STOM","stomatin ","9","q33.2",5,0.910296177086311,0.873227445672754,0.629410064637749,"9q33.2",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.61172635746492,"1",1793
"ENSG00000152661","ENSG00000152661","GJA1","gap junction protein alpha 1 ","6","q22.31",5,1.24736887322627,0.577118646739717,1.38378007851356,"6q22.31",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5.36150813865806,"2",1298
"ENSG00000154642","ENSG00000154642","C21orf91","chromosome 21 open reading frame 91 ","21","q21.1",5,0.929049356649083,0.321244971295147,1.03534073170488,"21q21.1",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,7.20662566835785,"0",2928
"ENSG00000154734","ENSG00000154734","ADAMTS1","ADAM metallopeptidase with thrombospondin type 1 motif 1 ","21","q21.3",5,0.891884969645988,1.35126591317201,0.888622950851244,"21q21.3",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1.47048875066007,"0",2933
"ENSG00000155307","ENSG00000155307","SAMSN1","SAM domain, SH3 domain and nuclear localization signals 1 ","21","q11.2",5,0.862894710116726,0.71085095971822,1.2804459258559,"21q11.2",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.02779808141697,"0",2926
"ENSG00000157554","ENSG00000157554","ERG","ERG, ETS transcription factor ","21","q22.2",5,0.836018326617082,0.973246853407004,0.790610721372425,"21q22.2",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1.81645520922078,"0",2947
"ENSG00000157557","ENSG00000157557","ETS2","ETS proto-oncogene 2, transcription factor ","21","q22.2",5,0.725345218713743,0.266575531963102,0.80475747978613,"21q22.2",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,6.75040359837779,"0",2948
"ENSG00000160201","ENSG00000160201","U2AF1","U2 small nuclear RNA auxiliary factor 1 ","21","q22.3",5,0.594141973026635,0.901692000735092,0.0474896415595035,"21q22.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0.117767559951268,"0",2954
"ENSG00000160255","ENSG00000160255","ITGB2","integrin subunit beta 2 ","21","q22.3",5,0.83078545663999,0.330554392590728,0.90602873059731,"21q22.3",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6.12892122021148,"0",NA
"ENSG00000160307","ENSG00000160307","S100B","S100 calcium binding protein B ","21","q22.3",5,0.9052483404155,1.11119464641176,0.486471018581642,"21q22.3",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.978930442244978,"0",2958
"ENSG00000162496","ENSG00000162496","DHRS3","dehydrogenase/reductase 3 ","1","p36.21",5,0.772872494422803,1.1011962409732,0.445496631578703,"1p36.21",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.904616920120239,"2",19
"ENSG00000163634","ENSG00000163634","THOC7","THO complex 7 ","3","p14.1",5,-0.616651868299329,1.20909207056815,-0.346364959251101,"3p14.1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-0.640559650304773,"2",671
"ENSG00000163956","ENSG00000163956","LRPAP1","LDL receptor related protein associated protein 1 ","4","p16.3",5,0.639736160173422,1.4092825960473,0.0712286750227231,"4p16.3",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0.113016480686535,"2",814
"ENSG00000168309","ENSG00000168309","FAM107A","family with sequence similarity 107 member A ","3","p14.2",5,0.733743649723806,3.54881482624647,-1.28414957845048,"3p14.2",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,-0.809128086778777,"5+",666
"ENSG00000168546","ENSG00000168546","GFRA2","GDNF family receptor alpha 2 ","8","p21.3",5,-1.18181835148688,1.78130427126332,-0.482406777222003,"8p21.3",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,-0.60556434073443,"2",1539
"ENSG00000170891","ENSG00000170891","CYTL1","cytokine like 1 ","4","p16.2",5,2.94171997318151,3.915848219913,1.10325030181323,"4p16.2",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.62998934905254,"5+",817
"ENSG00000171587","ENSG00000171587","DSCAM","DS cell adhesion molecule ","21","q22.2",5,0.712997245376078,0.435258091130713,0.920962484016669,"21q22.2",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,4.73129566331231,"0",2949
"ENSG00000171791","ENSG00000171791","BCL2","BCL2, apoptosis regulator ","18","q21.33",5,-0.608226036495563,1.17500646029488,-0.337859605357765,"18q21.33",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.642955651700517,"1",2761
